cuebiq_id,cluster,stop_lat,stop_lon,stop_ts,poi_name,poi_lat,poi_lon,polygon_type
toy_worker_034,6,40.68612488957821,-73.99622545422453,2021-09-24T13:43:00,Jasper H Kane Hall,40.689768,-73.997601,POINT
toy_worker_021,0,40.69456484149453,-74.00251643865985,2021-09-07T11:14:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_012,5,40.689060688319266,-73.9904260903282,2021-10-01T11:15:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_040,5,40.69124071014737,-73.99906979885952,2021-10-12T11:23:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_003,3,40.695955081351,-73.991118721336,2021-10-11T14:23:00,Williamsburg Pizza,40.691125,-74.000336,POINT
toy_worker_035,0,40.69010494571399,-73.99540357977035,2021-09-10T11:23:00,Court St Coffee #4,40.686354,-73.978507,POINT
toy_worker_036,1,40.69528500944028,-74.00040972046676,2021-09-12T14:47:00,Brooklyn Bagel #3,40.692594,-73.996644,POINT
toy_worker_021,0,40.69391810649458,-74.00379748346855,2021-09-24T12:12:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_012,5,40.69025496966606,-73.99089866208413,2021-09-06T11:10:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_036,1,40.694844005222706,-74.00080284478251,2021-09-13T12:53:00,Court St Coffee,40.688935,-73.989839,POINT
toy_worker_046,4,40.70056117367142,-73.9765817522244,2021-09-07T13:23:00,Smith St Wok #4,40.687782,-73.977104,POINT
toy_worker_016,2,40.6940323342293,-73.99758394809626,2021-09-15T12:01:00,Smith St Wok #2,40.699015,-73.989089,POINT
toy_worker_039,4,40.69196538275274,-73.98862916006577,2021-10-02T12:14:00,Henry St Grill #3,40.701025,-73.997614,POINT
toy_worker_033,5,40.69480336289852,-73.9960734063576,2021-09-06T14:05:00,Cobble Greens,40.691663,-73.998715,POINT
toy_worker_022,1,40.68972868503564,-73.97889008719363,2021-09-19T11:32:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_028,0,40.69992012815192,-73.98868081827676,2021-10-09T13:11:00,Flatbush Pastry #4,40.698355,-73.984881,POINT
toy_worker_027,6,40.69902044354938,-73.98916276192621,2021-10-09T13:01:00,Dock St Coffee #3,40.696416,-73.99708,POINT
toy_worker_014,0,40.69272792706129,-73.98587144321768,2021-10-11T12:27:00,Gowanus Smoke #4,40.695912,-73.989657,POINT
toy_worker_004,4,40.69412576417245,-73.99863206154167,2021-09-23T11:34:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_037,2,40.68902453732033,-73.9834139110255,2021-09-01T12:13:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_032,4,40.6988675676169,-73.9895458831972,2021-10-12T14:25:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_019,5,40.68641613196955,-73.99194363512947,2021-09-21T11:17:00,Henry St Grill #3,40.701025,-73.997614,POINT
toy_worker_020,6,40.68879015911806,-73.97613028105084,2021-09-29T14:02:00,Smith St Wok #4,40.687782,-73.977104,POINT
toy_worker_010,3,40.696945963154086,-73.99859029836041,2021-09-03T14:23:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_019,5,40.686632802331545,-73.99194849887915,2021-09-17T12:30:00,Park Slope Pies,40.686669,-74.002099,POINT
toy_worker_042,0,40.69468444179583,-73.98450461860244,2021-10-08T12:36:00,Atlantic Burgers,40.700511,-73.987679,POINT
toy_worker_004,4,40.69323121786525,-73.99897259858973,2021-10-08T11:44:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_046,4,40.70062336440216,-73.97619106002111,2021-09-19T11:50:00,Williamsburg Pizza #3,40.69319,-73.99231,POINT
toy_worker_049,0,40.689460141589166,-73.9984393785564,2021-10-12T14:23:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_002,2,40.69221201957814,-73.9883914412374,2021-09-06T11:38:00,Court St Coffee,40.688935,-73.989839,POINT
toy_worker_006,6,40.69954578398013,-73.99980764016557,2021-09-12T13:25:00,Carroll Garden Sushi #4,40.699173,-74.001757,POINT
toy_worker_028,0,40.700038513915246,-73.98726884762453,2021-09-29T12:34:00,Park Slope Pies #3,40.687786,-73.996099,POINT
toy_worker_001,1,40.68485132265662,-73.9963543081071,2021-09-28T12:55:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_032,4,40.69831595701268,-73.98907806603168,2021-10-08T12:25:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_024,3,40.69776544162762,-73.97589099345136,2021-09-27T12:55:00,Boerum Salad Bar #4,40.702404,-73.996626,POINT
toy_worker_004,4,40.693120838933154,-73.99873116897544,2021-09-21T12:40:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_009,2,40.70033924929567,-73.98151157823484,2021-10-01T14:11:00,Flatbush Pastry #3,40.700007,-73.983894,POINT
toy_worker_002,2,40.693023144144824,-73.98756374084921,2021-09-16T12:53:00,Jasper H Kane Hall #3,40.689902,-73.986855,POINT
toy_worker_008,1,40.695906439601764,-73.9951651949444,2021-09-26T11:37:00,Williamsburg Pizza #3,40.69319,-73.99231,POINT
toy_worker_015,1,40.688375732984696,-73.98425575760317,2021-09-08T12:31:00,Boerum Salad Bar #2,40.694707,-73.983102,POINT
toy_worker_034,6,40.68603335126269,-73.99628922519014,2021-09-14T11:58:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_015,1,40.687771068544066,-73.98491190956958,2021-09-09T11:11:00,Jasper H Kane Hall #3,40.689902,-73.986855,POINT
toy_worker_007,0,40.68775725429532,-73.99016080656212,2021-09-26T11:47:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_014,0,40.69259946433829,-73.98575378012603,2021-09-23T12:40:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_021,0,40.693887772074504,-74.00317715385398,2021-09-24T14:56:00,Boerum Salad Bar,40.686818,-73.996661,POINT
toy_worker_022,1,40.68979260083503,-73.97931846360424,2021-10-12T12:15:00,Jasper H Kane Hall,40.689768,-73.997601,POINT
toy_worker_042,0,40.69494669443667,-73.98470536536776,2021-09-11T11:25:00,Gowanus Smoke #4,40.695912,-73.989657,POINT
toy_worker_036,1,40.69457290894524,-74.0008570945699,2021-09-08T12:47:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_017,3,40.69601482861056,-74.00461542434259,2021-09-19T12:49:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_035,0,40.69028250122013,-73.99550068733376,2021-10-06T13:22:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_014,0,40.69218662610956,-73.98561205106887,2021-09-04T11:26:00,Park Slope Pies #3,40.687786,-73.996099,POINT
toy_worker_042,0,40.6957126926923,-73.9844374740343,2021-09-01T14:08:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_007,0,40.687358758872485,-73.98884019417568,2021-09-27T14:04:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_032,4,40.699087280516146,-73.98966793294206,2021-09-22T14:46:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_018,4,40.698298991538586,-73.98223439484258,2021-09-19T11:53:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_018,4,40.6976002680954,-73.98258973996698,2021-09-01T13:36:00,Gowanus Smoke #4,40.695912,-73.989657,POINT
toy_worker_042,0,40.69495306740942,-73.98368102968381,2021-09-14T12:47:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_042,0,40.694872739624735,-73.98392197606431,2021-09-28T14:04:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_028,0,40.69997909353799,-73.98897843388048,2021-09-06T11:50:00,Smith St Wok #2,40.699015,-73.989089,POINT
toy_worker_002,2,40.69251179442422,-73.9871335690602,2021-10-12T14:14:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_044,2,40.69218590928639,-74.00426664450656,2021-09-02T14:03:00,Williamsburg Pizza,40.691125,-74.000336,POINT
toy_worker_038,3,40.69760636391168,-74.00321386943494,2021-09-25T13:31:00,Dock St Coffee #3,40.696416,-73.99708,POINT
toy_worker_023,2,40.69234109394801,-73.98177471044042,2021-09-15T14:01:00,Park Slope Pies,40.686669,-74.002099,POINT
toy_worker_008,1,40.696956438898525,-73.99408351345757,2021-10-11T14:49:00,Williamsburg Pizza,40.691125,-74.000336,POINT
toy_worker_006,6,40.69888410389873,-73.99986968017046,2021-09-05T12:20:00,Flatbush Pastry,40.688798,-73.976713,POINT
toy_worker_047,5,40.69208624264032,-73.98287896520097,2021-09-29T13:32:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_044,2,40.69192418248782,-74.0052185828938,2021-09-21T13:10:00,Atlantic Burgers #4,40.693285,-73.995844,POINT
toy_worker_014,0,40.692633709642216,-73.98665031936305,2021-09-09T11:33:00,Jasper H Kane Hall #3,40.689902,-73.986855,POINT
toy_worker_046,4,40.700991772393955,-73.97622790815274,2021-09-01T12:07:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_043,1,40.700407780464595,-73.98236880134547,2021-10-06T11:00:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_025,4,40.69516720202261,-73.97614641785346,2021-10-01T14:49:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_038,3,40.69900820201082,-74.00337409575718,2021-09-16T13:25:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_009,2,40.6995153580569,-73.98255089327657,2021-09-08T11:39:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_041,6,40.69277537714754,-73.9776056557563,2021-09-25T14:30:00,Brooklyn Bagel #2,40.699257,-73.992335,POINT
toy_worker_000,0,40.690077164613875,-73.98857970818487,2021-10-09T13:56:00,Court St Coffee #4,40.686354,-73.978507,POINT
toy_worker_038,3,40.69733128955744,-74.00336997998645,2021-09-08T11:54:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_022,1,40.688728547834046,-73.98004731240881,2021-09-12T12:15:00,Gowanus Smoke #4,40.695912,-73.989657,POINT
toy_worker_039,4,40.690897166748115,-73.98830320775294,2021-09-09T14:09:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_008,1,40.69674738774487,-73.99523257808195,2021-09-23T11:48:00,Atlantic Burgers #4,40.693285,-73.995844,POINT
toy_worker_002,2,40.69334763018718,-73.98859383420971,2021-09-12T14:56:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_012,5,40.68898897037778,-73.99024615691972,2021-09-16T14:01:00,Cesar's Gourmet #3,40.70023,-74.002231,POINT
toy_worker_019,5,40.68726906108489,-73.99223897273949,2021-09-26T13:52:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_033,5,40.69634714110957,-73.99664353861687,2021-09-03T12:39:00,Cobble Greens,40.691663,-73.998715,POINT
toy_worker_042,0,40.695690893874946,-73.98401976290937,2021-09-10T14:04:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_036,1,40.695368326951204,-74.0010081991374,2021-09-12T13:01:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_011,4,40.688583942170176,-74.00350018616608,2021-09-13T14:05:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_006,6,40.69940282564907,-73.99995617203767,2021-09-29T11:33:00,Boerum Salad Bar #4,40.702404,-73.996626,POINT
toy_worker_015,1,40.689379303860974,-73.98395471760439,2021-09-08T12:12:00,Roebling Tea #2,40.70293,-73.989127,POINT
toy_worker_004,4,40.692346573831486,-73.99805551500728,2021-09-07T11:03:00,Tandon Cafe,40.696798,-73.993131,POINT
toy_worker_028,0,40.70032519568916,-73.98880302418759,2021-09-24T12:05:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_039,4,40.691798575554344,-73.98838948168363,2021-09-16T13:31:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_036,1,40.69553462695078,-74.00089333873741,2021-09-27T11:02:00,Atlantic Burgers #4,40.693285,-73.995844,POINT
toy_worker_045,3,40.69202595580282,-73.98271008814783,2021-09-08T11:19:00,Smith St Wok #4,40.687782,-73.977104,POINT
toy_worker_039,4,40.69203379788206,-73.98921220999928,2021-09-06T13:28:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_016,2,40.69511239932776,-73.99760295599607,2021-10-09T13:35:00,Tandon Cafe,40.696798,-73.993131,POINT
toy_worker_045,3,40.69118183809104,-73.98268707013393,2021-09-22T13:36:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_024,3,40.69644372358676,-73.97574733788147,2021-09-05T11:21:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_027,6,40.69772775414398,-73.99031598545004,2021-09-25T13:42:00,Smith St Wok #2,40.699015,-73.989089,POINT
toy_worker_033,5,40.696121849964356,-73.99719287209015,2021-09-01T12:14:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_010,3,40.69695789855562,-73.99833517775444,2021-10-03T11:57:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_040,5,40.69230949914911,-73.99792873434826,2021-10-11T12:44:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_023,2,40.69249818393274,-73.98112999386126,2021-10-06T14:48:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_027,6,40.69818043170889,-73.98969513444474,2021-09-12T11:58:00,Smith St Wok #4,40.687782,-73.977104,POINT
toy_worker_026,5,40.70042712373977,-73.98732725096427,2021-09-07T14:23:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_039,4,40.691888462906626,-73.98871091736345,2021-10-07T11:59:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_036,1,40.69484718321448,-74.00103391837987,2021-09-15T11:45:00,Roebling Tea #2,40.70293,-73.989127,POINT
toy_worker_004,4,40.69313562688718,-73.9971027781976,2021-09-07T13:41:00,Park Slope Pies #3,40.687786,-73.996099,POINT
toy_worker_008,1,40.6961265211104,-73.99575500837557,2021-09-08T12:29:00,Park Slope Pies #2,40.695961,-74.000415,POINT
toy_worker_030,2,40.6930107539155,-73.99722377896988,2021-09-01T12:05:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_010,3,40.697026747154,-73.99733930653147,2021-09-23T11:41:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_033,5,40.69554659460995,-73.99681533262311,2021-09-26T11:00:00,Park Slope Pies #4,40.689492,-74.001916,POINT
toy_worker_006,6,40.69938228966575,-73.99993222769676,2021-09-09T14:20:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_038,3,40.69802558467267,-74.00306407068624,2021-09-30T14:36:00,Jasper H Kane Hall #4,40.697956,-73.99599,POINT
toy_worker_030,2,40.69424623895918,-73.99643318763464,2021-09-12T14:31:00,Brooklyn Bagel #4,40.685064,-73.981866,POINT
toy_worker_037,2,40.689146421696805,-73.9842610106275,2021-09-24T12:38:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_036,1,40.69553618593609,-74.00063865811677,2021-09-02T13:36:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_018,4,40.698157404987434,-73.9817622781636,2021-09-06T13:59:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_049,0,40.688937439661466,-73.99845370779028,2021-09-22T12:20:00,Williamsburg Pizza,40.691125,-74.000336,POINT
toy_worker_032,4,40.69942015222741,-73.98902662483795,2021-09-29T12:14:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_039,4,40.69189171263072,-73.98976074793828,2021-09-17T12:46:00,Park Slope Pies #3,40.687786,-73.996099,POINT
toy_worker_006,6,40.69934331214622,-74.0006776936324,2021-09-16T11:35:00,Park Slope Pies #2,40.695961,-74.000415,POINT
toy_worker_007,0,40.68727399606809,-73.98949685394336,2021-09-30T13:44:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_019,5,40.68683573199707,-73.99235511539757,2021-10-06T14:27:00,Park Slope Pies #2,40.695961,-74.000415,POINT
toy_worker_032,4,40.699535894773376,-73.98875355449134,2021-10-01T12:54:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_044,2,40.6923025297322,-74.00471300472046,2021-10-06T12:06:00,Jasper H Kane Hall #3,40.689902,-73.986855,POINT
toy_worker_016,2,40.693684762604214,-73.99787792934261,2021-09-13T12:53:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_034,6,40.686156921205146,-73.99667982164607,2021-09-05T12:42:00,Court St Coffee,40.688935,-73.989839,POINT
toy_worker_011,4,40.68869451312824,-74.0042661439489,2021-09-15T13:12:00,Park Slope Pies #4,40.689492,-74.001916,POINT
toy_worker_030,2,40.694079063351644,-73.99723452113697,2021-09-29T13:11:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_036,1,40.69446353406609,-74.00082388186603,2021-09-19T11:18:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_019,5,40.6865608126487,-73.99214709138343,2021-09-06T14:32:00,Henry St Grill #2,40.693555,-73.988506,POINT
toy_worker_000,0,40.6906924679073,-73.98871275960018,2021-10-01T13:24:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_003,3,40.697161611692756,-73.99115830312707,2021-09-22T11:16:00,Tandon Cafe,40.696798,-73.993131,POINT
toy_worker_027,6,40.69759220990158,-73.98992389805449,2021-09-24T11:44:00,Cobble Greens #2,40.702913,-73.985504,POINT
toy_worker_034,6,40.68667642299197,-73.99544319359764,2021-10-10T14:12:00,Carroll Garden Sushi,40.691814,-73.988439,POINT
toy_worker_045,3,40.69104724845632,-73.98210355372895,2021-09-29T12:23:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_037,2,40.6883757832319,-73.984734703328,2021-09-04T13:31:00,Flatbush Pastry,40.688798,-73.976713,POINT
toy_worker_001,1,40.684547701515115,-73.99617378475183,2021-09-05T13:36:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_039,4,40.69225279226842,-73.988949547343,2021-09-19T11:21:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_025,4,40.69618248946933,-73.97590730494511,2021-10-05T13:40:00,Pine Box Sandwich #4,40.700023,-73.987525,POINT
toy_worker_047,5,40.69207631018291,-73.98293608049813,2021-09-29T12:20:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_022,1,40.689409043950754,-73.98013168591402,2021-10-10T14:33:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_015,1,40.68875309868922,-73.98488821647891,2021-09-25T12:09:00,Tandon Cafe #2,40.693508,-73.981461,POINT
toy_worker_040,5,40.692209717139704,-73.99906090671409,2021-09-09T12:00:00,Park Slope Pies,40.686669,-74.002099,POINT
toy_worker_037,2,40.68997656517848,-73.98365940773863,2021-09-12T13:01:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_002,2,40.69301814934641,-73.98734091410904,2021-09-03T11:30:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_043,1,40.6996775755664,-73.98213876694399,2021-09-07T14:28:00,Pine Box Sandwich #2,40.693167,-73.976386,POINT
toy_worker_043,1,40.700630442175,-73.98186451565628,2021-10-05T11:54:00,Roebling Tea #2,40.70293,-73.989127,POINT
toy_worker_048,6,40.69502335882505,-73.98788576631485,2021-09-19T13:55:00,Smith St Wok #3,40.686029,-73.987475,POINT
toy_worker_028,0,40.69910442276706,-73.98964956319782,2021-09-24T13:04:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_017,3,40.69707653285439,-74.00448319127561,2021-09-09T12:15:00,Atlantic Burgers #4,40.693285,-73.995844,POINT
toy_worker_037,2,40.68975714526665,-73.98385759865991,2021-09-30T14:28:00,Boerum Salad Bar #3,40.692546,-73.98749,POINT
toy_worker_024,3,40.69702607375903,-73.9756376150449,2021-10-05T13:24:00,Greenpoint Bakery #3,40.689774,-73.977002,POINT
toy_worker_011,4,40.688837925158666,-74.0034923081179,2021-09-13T14:47:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_010,3,40.69729429829274,-73.9980207007131,2021-09-20T13:31:00,Smith St Wok,40.699528,-73.983108,POINT
toy_worker_040,5,40.691941787896106,-73.99875670792886,2021-09-02T12:23:00,Cobble Greens #4,40.702661,-73.988914,POINT
toy_worker_007,0,40.68696988048042,-73.98932488924487,2021-09-28T12:30:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_038,3,40.69717045763763,-74.00273549430973,2021-09-01T13:12:00,Atlantic Burgers,40.700511,-73.987679,POINT
toy_worker_033,5,40.696375419763086,-73.99722427153016,2021-10-05T11:24:00,Henry St Grill,40.689102,-73.996318,POINT
toy_worker_028,0,40.699378174186855,-73.98881869488996,2021-10-05T14:12:00,Jasper H Kane Hall #2,40.686745,-73.992068,POINT
toy_worker_041,6,40.69242292263738,-73.97736536752939,2021-09-29T11:05:00,Dock St Coffee #3,40.696416,-73.99708,POINT
toy_worker_029,1,40.701752665963404,-73.98329168166116,2021-09-18T12:59:00,Red Hook BBQ,40.68808,-73.983126,POINT
toy_worker_012,5,40.68931150892078,-73.99031296863788,2021-10-12T12:49:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_002,2,40.692652461435614,-73.987927887908,2021-09-12T11:35:00,Flatbush Pastry,40.688798,-73.976713,POINT
toy_worker_018,4,40.698639472750806,-73.98204696745616,2021-09-19T13:44:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_035,0,40.68961111346007,-73.99530300979667,2021-09-29T14:51:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_002,2,40.6933050035136,-73.98751088811386,2021-09-06T14:32:00,Dock St Coffee #3,40.696416,-73.99708,POINT
toy_worker_013,6,40.70019306728743,-74.00362496471885,2021-09-30T13:00:00,Roebling Tea #3,40.694906,-74.003482,POINT
toy_worker_011,4,40.68818996392634,-74.00474265578966,2021-09-30T14:33:00,Flatbush Pastry #2,40.688856,-74.001031,POINT
toy_worker_009,2,40.69941067876918,-73.982404939308,2021-09-26T11:34:00,Williamsburg Pizza,40.691125,-74.000336,POINT
toy_worker_004,4,40.69365689845292,-73.99866105758996,2021-09-18T11:21:00,Dock St Coffee #4,40.692243,-73.99613,POINT
toy_worker_019,5,40.68741027145933,-73.99171018263502,2021-09-22T14:34:00,Red Hook BBQ #4,40.686951,-73.991963,POINT
toy_worker_025,4,40.69584292331742,-73.97642976067624,2021-10-03T14:28:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
toy_worker_047,5,40.69306118248942,-73.98262977516958,2021-09-07T12:33:00,Jasper H Kane Hall #3,40.689902,-73.986855,POINT
toy_worker_031,3,40.69027919601406,-73.98603015506613,2021-10-10T13:59:00,Pine Box Sandwich,40.688968,-73.987322,POINT
toy_worker_009,2,40.699289745527835,-73.9829440166099,2021-10-11T13:26:00,Gowanus Smoke #4,40.695912,-73.989657,POINT
toy_worker_041,6,40.69215968151483,-73.97758206254117,2021-10-12T11:05:00,Cesar's Gourmet #4,40.701927,-73.98468,POINT
